units,epoch,train_loss,train_accuracy
1,1000,1.7493864372372627,0.32325
2,1000,1.3270156681537628,0.565
3,1000,0.992825023829937,0.718
4,1000,0.9341567903757095,0.7545
5,1000,0.7011101767420769,0.82375
6,1000,0.38753901794552803,0.90475
7,1000,0.26454922184348106,0.937
8,1000,0.12295302841812372,0.97175
9,1000,0.131058637984097,0.97275
10,1000,0.04435230907984078,0.99525
11,1000,0.03785644832532853,0.9975
12,1000,0.008348330273292959,1.0
13,1000,0.004273170241503976,1.0
14,1000,0.004102099715964869,1.0
15,1000,0.001553751266328618,1.0
16,1000,0.0018817540476447903,1.0
17,1000,0.0005746855113102356,1.0
18,1000,0.0003508317358864588,1.0
19,1000,0.0002751650754362345,1.0
20,1000,0.0005009285741834901,1.0
21,1000,0.00034921406586363446,1.0
22,1000,0.0004433632147993194,1.0
23,1000,7.321887051148224e-05,1.0
24,1000,0.000522175449077622,1.0
25,1000,0.00026876690026256256,1.0
26,1000,0.0002445000782245188,1.0
27,1000,0.000259619786447729,1.0
28,1000,0.00013910442294218228,1.0
29,1000,0.0002964414043162833,1.0
30,1000,0.00012087844834240968,1.0
31,1000,9.076645301320241e-05,1.0
32,1000,7.949967857712181e-05,1.0
33,1000,6.993192937443382e-05,1.0
34,1000,0.00022018416802893626,1.0
35,1000,8.562842504034052e-05,1.0
36,1000,7.274078939190076e-05,1.0
37,1000,4.530117348622298e-05,1.0
38,1000,8.747297124500619e-05,1.0
39,1000,9.587784552422818e-05,1.0
40,1000,4.840071278522373e-05,1.0
41,1000,7.814026076857772e-06,1.0
42,1000,5.5019661431288114e-05,1.0
43,1000,6.049003877706127e-05,1.0
44,1000,5.200806981520145e-06,1.0
45,1000,2.3376387957796396e-05,1.0
46,1000,5.59168734071136e-06,1.0
47,1000,4.623068753062398e-05,1.0
48,1000,6.538750795925807e-06,1.0
49,1000,5.33715335677698e-05,1.0
50,1000,6.528635890390433e-05,1.0
51,1000,4.602690546562371e-05,1.0
52,1000,4.085802231656999e-06,1.0
53,1000,4.6112559317634805e-06,1.0
54,1000,3.192884975078414e-06,1.0
55,1000,3.284493786281928e-06,1.0
56,1000,3.08275974703065e-06,1.0
57,1000,3.5076154318858244e-06,1.0
58,1000,3.1742914927690435e-06,1.0
59,1000,3.557784950203313e-06,1.0
60,1000,3.217193679461161e-06,1.0
61,1000,2.995702388375321e-06,1.0
62,1000,3.746737775145448e-05,1.0
63,1000,2.8464406227612926e-06,1.0
64,1000,2.8085988645898396e-06,1.0
65,1000,2.8634310069719504e-06,1.0
66,1000,1.791151873931085e-05,1.0
67,1000,2.583550624990494e-06,1.0
68,1000,2.576287670308375e-06,1.0
69,1000,2.116735373647316e-06,1.0
70,1000,2.3102586297341077e-06,1.0
71,1000,2.1457416394810025e-06,1.0
72,1000,2.224437892550668e-06,1.0
73,1000,2.0359616286214077e-06,1.0
74,1000,2.3767685206621536e-06,1.0
75,1000,2.213361526059998e-06,1.0
76,1000,3.542427592151398e-06,1.0
77,1000,1.8080711825518847e-06,1.0
78,1000,2.360908844423193e-06,1.0
79,1000,2.097200408002209e-06,1.0
80,1000,7.388597657609353e-05,1.0
81,1000,1.9925932832620674e-06,1.0
82,1000,1.7558209606249875e-06,1.0
83,1000,2.140651886861633e-06,1.0
84,1000,1.9203696339786802e-06,1.0
85,1000,2.006229877338228e-06,1.0
86,1000,1.6090854018102618e-06,1.0
87,1000,1.6622161069790309e-06,1.0
88,1000,1.9561365007803033e-06,1.0
89,1000,1.6228614256874607e-06,1.0
90,1000,7.558245584959877e-06,1.0
91,1000,1.7119068473903098e-06,1.0
92,1000,1.5252232046236713e-06,1.0
93,1000,1.531808237587029e-06,1.0
94,1000,1.5158371340362464e-06,1.0
95,1000,1.3910325833421666e-06,1.0
96,1000,1.5028222932755853e-06,1.0
97,1000,1.2985034274493046e-06,1.0
98,1000,1.322112126445063e-06,1.0
99,1000,1.4847937706008452e-06,1.0
100,1000,1.4998629609408454e-06,1.0
