units,epoch,train_loss,train_accuracy
1,1000,1.8451329171657562,0.2645
2,1000,1.4468493163585663,0.54225
3,1000,1.1145135015249252,0.7075
4,1000,0.8996214121580124,0.7935
5,1000,0.7831034250557423,0.82625
6,1000,0.6821200139820576,0.84125
7,1000,0.6229810938239098,0.86
8,1000,0.5741248931735754,0.868
9,1000,0.5319233741611242,0.87475
10,1000,0.5089034903794527,0.87925
11,1000,0.47307457961142063,0.89075
12,1000,0.445685425773263,0.8885
13,1000,0.42355118319392204,0.8995
14,1000,0.41745530627667904,0.89575
15,1000,0.3790209423750639,0.90375
16,1000,0.3766690231859684,0.902
17,1000,0.36487413570284843,0.908
18,1000,0.34825085662305355,0.91175
19,1000,0.33199247997254133,0.91325
20,1000,0.3263998981565237,0.91725
21,1000,0.3176582185551524,0.9175
22,1000,0.30337302200496197,0.9245
23,1000,0.2896523317322135,0.92525
24,1000,0.2873593959957361,0.92625
25,1000,0.2906924672424793,0.9265
26,1000,0.2685442939400673,0.93175
27,1000,0.2795977517962456,0.928
28,1000,0.25018978118896484,0.93825
29,1000,0.27131939120590687,0.9305
30,1000,0.2561713345348835,0.937
31,1000,0.2519970713183284,0.9355
32,1000,0.2450377345085144,0.9415
33,1000,0.23654596135020256,0.94275
34,1000,0.22910493426024914,0.948
35,1000,0.2248778874054551,0.94875
36,1000,0.22690665815025568,0.945
37,1000,0.233551274985075,0.94675
38,1000,0.2249815622344613,0.948
39,1000,0.21540986374020576,0.94775
40,1000,0.22635553311556578,0.94575
41,1000,0.22193058673292398,0.95125
42,1000,0.22747736889868975,0.94575
43,1000,0.21353247482329607,0.954
44,1000,0.2092793732881546,0.94975
45,1000,0.21548852790147066,0.952
46,1000,0.2124252049252391,0.95675
47,1000,0.21166286244988441,0.9515
48,1000,0.2109544901177287,0.95175
49,1000,0.210833297111094,0.95225
50,1000,0.2081168321892619,0.95725
51,1000,0.2074496429413557,0.95425
52,1000,0.20092975161969662,0.95675
53,1000,0.2076887944713235,0.955
54,1000,0.20477825216948986,0.9535
55,1000,0.20307100657373667,0.95825
56,1000,0.19734317157417536,0.959
57,1000,0.20377154275774956,0.95575
58,1000,0.20019346196204424,0.95675
59,1000,0.19893503468483686,0.9575
60,1000,0.19543573539704084,0.9615
61,1000,0.19044489413499832,0.964
62,1000,0.201931637711823,0.95725
63,1000,0.1916672270745039,0.95475
64,1000,0.18673900421708822,0.96225
65,1000,0.1984855104237795,0.9595
66,1000,0.19539200700819492,0.96075
67,1000,0.20059781800955534,0.9535
68,1000,0.18796249758452177,0.96
69,1000,0.18647689744830132,0.96525
70,1000,0.19633615761995316,0.9605
71,1000,0.18754123616963625,0.962
72,1000,0.20018128026276827,0.958
73,1000,0.18646770250052214,0.95925
74,1000,0.18864474445581436,0.95575
75,1000,0.1913062920793891,0.95525
76,1000,0.1892136624082923,0.9645
77,1000,0.18763896776363254,0.96125
78,1000,0.19749818928539753,0.95575
79,1000,0.18275950103998184,0.9565
80,1000,0.18922562524676323,0.96125
81,1000,0.1821279302239418,0.96125
82,1000,0.18925810419023037,0.95925
83,1000,0.18566342443227768,0.966
84,1000,0.1933520846068859,0.956
85,1000,0.17939469777047634,0.96475
86,1000,0.19604194350540638,0.96125
87,1000,0.18967362958937883,0.96225
88,1000,0.18462522327899933,0.96125
89,1000,0.1813494637608528,0.963
90,1000,0.1883093323558569,0.96075
91,1000,0.17881101556122303,0.96225
92,1000,0.18422442954033613,0.965
93,1000,0.1832820950075984,0.968
94,1000,0.18318777345120907,0.96375
95,1000,0.17971184942871332,0.963
96,1000,0.1846021581441164,0.96175
97,1000,0.1804931228980422,0.96975
98,1000,0.1823439197614789,0.95725
99,1000,0.1779731558635831,0.96425
100,1000,0.18260322511196136,0.966

"La ejecución ha durado 26 hora(s), 54 minuto(s) y 46 segundo(s)."
