units,epoch,train_loss,train_accuracy
1,1000,1.9719499051570892,0.199
2,1000,1.5878142714500427,0.46125
3,1000,1.2870099395513535,0.6465
4,1000,1.0828273184597492,0.74675
5,1000,0.952066071331501,0.79275
6,1000,0.8914182111620903,0.809
7,1000,0.8378753587603569,0.822
8,1000,0.8035486936569214,0.82625
9,1000,0.7882250882685184,0.831
10,1000,0.7676613628864288,0.8365
11,1000,0.764460377395153,0.83875
12,1000,0.7511593103408813,0.838
13,1000,0.7485555782914162,0.8415
14,1000,0.74497115239501,0.8425
15,1000,0.735991146415472,0.84575
16,1000,0.7243302464485168,0.8485
17,1000,0.7305774316191673,0.84925
18,1000,0.7278790287673473,0.84875
19,1000,0.7310061305761337,0.846
20,1000,0.7150837779045105,0.852
21,1000,0.729784831404686,0.845
22,1000,0.7153093218803406,0.853
23,1000,0.7163466103374958,0.8495
24,1000,0.7130443453788757,0.8485
25,1000,0.7190163433551788,0.85075
26,1000,0.7110524252057076,0.85275
27,1000,0.7122790701687336,0.85125
28,1000,0.7048718929290771,0.85075
29,1000,0.7101947218179703,0.85425
30,1000,0.7063522599637508,0.8505
31,1000,0.7049439512193203,0.8485
32,1000,0.7091939523816109,0.8515
33,1000,0.7027516253292561,0.85425
34,1000,0.7087156549096107,0.8515
35,1000,0.7117729112505913,0.85225
36,1000,0.7039889059960842,0.85375
37,1000,0.7071020863950253,0.8565
38,1000,0.7010316625237465,0.85575
39,1000,0.7020335979759693,0.855
40,1000,0.7070299908518791,0.85425
41,1000,0.7071498334407806,0.85475
42,1000,0.7067755460739136,0.85625
43,1000,0.7088966146111488,0.856
44,1000,0.7008828073740005,0.855
45,1000,0.7017249874770641,0.8505
46,1000,0.7090949267148972,0.84975
47,1000,0.7016261368989944,0.85275
48,1000,0.7045528627932072,0.8535
49,1000,0.7019200921058655,0.853
50,1000,0.701819121837616,0.852
51,1000,0.7098047733306885,0.85375
52,1000,0.699142187833786,0.85325
53,1000,0.7098519429564476,0.85025
54,1000,0.6979528069496155,0.85325
55,1000,0.696004081517458,0.8545
56,1000,0.6996399350464344,0.8565
57,1000,0.6956212930381298,0.8555
58,1000,0.7036394290626049,0.85025
59,1000,0.7053432688117027,0.847
60,1000,0.701782088726759,0.85625
61,1000,0.6984678097069263,0.85625
62,1000,0.698180329054594,0.85325
63,1000,0.6977570541203022,0.857
64,1000,0.6935699172317982,0.85675
65,1000,0.7030995823442936,0.856
66,1000,0.7043576501309872,0.85425
67,1000,0.7015873901546001,0.85975
68,1000,0.7015008628368378,0.85375
69,1000,0.696306835860014,0.855
70,1000,0.7104029841721058,0.856
71,1000,0.6940659582614899,0.851
72,1000,0.7016178369522095,0.8515
73,1000,0.6999774165451527,0.85425
74,1000,0.6984630674123764,0.85875
75,1000,0.6941623017191887,0.856
76,1000,0.7008525840938091,0.857
77,1000,0.7000316921621561,0.858
78,1000,0.6938866935670376,0.85175
79,1000,0.7022976540029049,0.8505
80,1000,0.6998710744082928,0.8555
81,1000,0.7032792717218399,0.85225
82,1000,0.6979564838111401,0.856
83,1000,0.6926116049289703,0.856
84,1000,0.6995127461850643,0.857
85,1000,0.6943410821259022,0.85975
86,1000,0.6949855610728264,0.85425
87,1000,0.7014417834579945,0.856
88,1000,0.6997408866882324,0.8545
89,1000,0.6968077085912228,0.8575
90,1000,0.7127962969243526,0.8495
91,1000,0.6948385797441006,0.85575
92,1000,0.69901167973876,0.8575
93,1000,0.7026039585471153,0.85325
94,1000,0.6981961652636528,0.85675
95,1000,0.701891653239727,0.85325
96,1000,0.6992684230208397,0.85325
97,1000,0.6996236070990562,0.85375
98,1000,0.7052471339702606,0.85225
99,1000,0.6953780986368656,0.8585
100,1000,0.6977933757007122,0.8605

"La ejecución ha durado 29 hora(s), 34 minuto(s) y 49 segundo(s)."
